Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-09-24,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,24
2019-09-24,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,24
2019-09-24,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,24
2019-09-23,Debt Held by the Public,null,16737257,16736742,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,23
2019-09-23,Intragovernmental Holdings,null,5873197,5868891,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,23
2019-09-23,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,23
2019-09-23,Less Debt Not Subject to Limit,Unamortized Discount,23165,23604,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,23
2019-09-23,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,23
2019-09-23,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,23
2019-09-23,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,23
2019-09-23,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,23
2019-09-20,Debt Held by the Public,null,16736742,16736458,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,20
2019-09-20,Intragovernmental Holdings,null,5868891,5873739,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,20
2019-09-20,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,20
2019-09-20,Less Debt Not Subject to Limit,Unamortized Discount,23604,23750,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,20
2019-09-20,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,20
2019-09-20,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,20
2019-09-20,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,20
2019-09-20,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,20
2019-09-19,Debt Held by the Public,null,16736458,16723191,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,19
2019-09-19,Intragovernmental Holdings,null,5873739,5866973,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,19
2019-09-19,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,19
2019-09-19,Less Debt Not Subject to Limit,Unamortized Discount,23750,23278,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,19
2019-09-19,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,19
2019-09-19,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,19
2019-09-19,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,19
2019-09-19,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,19
2019-09-18,Debt Held by the Public,null,16723191,16722769,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,18
2019-09-18,Intragovernmental Holdings,null,5866973,5880174,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,18
2019-09-18,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,18
2019-09-18,Less Debt Not Subject to Limit,Unamortized Discount,23278,23424,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,18
2019-09-18,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,18
2019-09-18,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,18
2019-09-18,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,18
2019-09-18,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,18
2019-09-17,Debt Held by the Public,null,16722769,16720462,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,17
2019-09-17,Intragovernmental Holdings,null,5880174,5865819,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,17
2019-09-17,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,17
2019-09-17,Less Debt Not Subject to Limit,Unamortized Discount,23424,23376,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,17
2019-09-17,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,17
2019-09-17,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,17
2019-09-17,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,17
2019-09-17,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,17
2019-09-16,Debt Held by the Public,null,16720462,16700775,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,16
2019-09-16,Intragovernmental Holdings,null,5865819,5856797,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,16
2019-09-16,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,16
2019-09-16,Less Debt Not Subject to Limit,Unamortized Discount,23376,23822,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,16
2019-09-16,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,16
2019-09-16,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,16
2019-09-16,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,16
2019-09-16,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,16
2019-09-13,Debt Held by the Public,null,16700775,16700409,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,13
2019-09-13,Intragovernmental Holdings,null,5856797,5857372,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,13
2019-09-13,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,13
2019-09-13,Less Debt Not Subject to Limit,Unamortized Discount,23822,23971,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,13
2019-09-13,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,13
2019-09-13,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,13
2019-09-13,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,13
2019-09-13,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,13
2019-09-12,Debt Held by the Public,null,16700409,16684921,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,12
2019-09-12,Intragovernmental Holdings,null,5857372,5854585,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,12
2019-09-12,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,12
2019-09-12,Less Debt Not Subject to Limit,Unamortized Discount,23971,23022,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,12
2019-09-12,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,12
2019-09-12,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,12
2019-09-12,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,12
2019-09-12,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,12
2019-09-11,Debt Held by the Public,null,16684921,16684840,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,11
2019-09-11,Intragovernmental Holdings,null,5854585,5873301,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,11
2019-09-11,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,11
2019-09-11,Less Debt Not Subject to Limit,Unamortized Discount,23022,23171,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,11
2019-09-11,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,11
2019-09-11,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,11
2019-09-11,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,11
2019-09-11,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,11
2019-09-10,Debt Held by the Public,null,16684840,16673860,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,10
2019-09-10,Intragovernmental Holdings,null,5873301,5863564,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,10
2019-09-10,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,10
2019-09-10,Less Debt Not Subject to Limit,Unamortized Discount,23171,23112,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,10
2019-09-10,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,10
2019-09-10,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,10
2019-09-10,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,10
2019-09-10,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,10
2019-09-09,Debt Held by the Public,null,16673860,16673415,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,09
2019-09-09,Intragovernmental Holdings,null,5863564,5859343,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,09
2019-09-09,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,09
2019-09-09,Less Debt Not Subject to Limit,Unamortized Discount,23112,23559,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,09
2019-09-09,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,09
2019-09-09,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,09
2019-09-09,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,09
2019-09-09,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,09
2019-09-06,Debt Held by the Public,null,16673415,16673310,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,06
2019-09-06,Intragovernmental Holdings,null,5859343,5858508,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,06
2019-09-06,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,06
2019-09-06,Less Debt Not Subject to Limit,Unamortized Discount,23559,23709,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,06
2019-09-06,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,06
2019-09-06,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,06
2019-09-06,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,06
2019-09-06,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,06
2019-09-05,Debt Held by the Public,null,16673310,16660541,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,05
2019-09-05,Intragovernmental Holdings,null,5858508,5856757,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,05
2019-09-05,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,05
2019-09-05,Less Debt Not Subject to Limit,Unamortized Discount,23709,23251,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,05
2019-09-05,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,05
2019-09-05,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,05
2019-09-05,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,05
2019-09-05,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,05
2019-09-04,Debt Held by the Public,null,16660541,16660284,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,04
2019-09-04,Intragovernmental Holdings,null,5856757,5838745,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,04
2019-09-04,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,04
2019-09-04,Less Debt Not Subject to Limit,Unamortized Discount,23251,23401,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,04
2019-09-04,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,04
2019-09-04,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,04
2019-09-04,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,04
2019-09-04,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,04
2019-09-03,Debt Held by the Public,null,16660284,16596816,16596816,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,09,03
2019-09-03,Intragovernmental Holdings,null,5838745,5863651,5863651,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,09,03
2019-09-03,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,09,03
2019-09-03,Less Debt Not Subject to Limit,Unamortized Discount,23401,23634,23634,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,09,03
2019-09-03,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,09,03
2019-09-03,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2019,4,2019,3,09,03
2019-09-03,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2019,4,2019,3,09,03
2019-09-03,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2019,4,2019,3,09,03
2019-08-30,Debt Held by the Public,null,16596816,16570397,16211185,15761155,III-C,Debt Subject to Limit,Balance Transactions,1,2019,4,2019,3,08,30
2019-08-30,Intragovernmental Holdings,null,5863651,5897398,5811184,5754904,III-C,Debt Subject to Limit,Balance Transactions,2,2019,4,2019,3,08,30
2019-08-30,Less Debt Not Subject to Limit,Other Debt,479,479,479,480,III-C,Debt Subject to Limit,Balance Transactions,4,2019,4,2019,3,08,30
2019-08-30,Less Debt Not Subject to Limit,Unamortized Discount,23634,25492,25400,30390,III-C,Debt Subject to Limit,Balance Transactions,5,2019,4,2019,3,08,30
2019-08-30,Less Debt Not Subject to Limit,Federal Financing Bank,8809,8809,8809,10339,III-C,Debt Subject to Limit,Balance Transactions,6,2019,4,2019,3,08,30
