Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2017-03-09,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,09
2017-03-09,Less Debt Not Subject to Limit,Unamortized Discount,23735,23603,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,09
2017-03-09,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,09
2017-03-09,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,09
2017-03-09,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,09
2017-03-09,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,09
2017-03-08,Debt Held by the Public,null,14374900,14374138,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,08
2017-03-08,Intragovernmental Holdings,null,5504249,5515724,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,08
2017-03-08,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,08
2017-03-08,Less Debt Not Subject to Limit,Unamortized Discount,23603,23637,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,08
2017-03-08,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,08
2017-03-08,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,08
2017-03-08,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,08
2017-03-08,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,08
2017-03-07,Debt Held by the Public,null,14374138,14373652,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,07
2017-03-07,Intragovernmental Holdings,null,5515724,5509361,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,07
2017-03-07,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,07
2017-03-07,Less Debt Not Subject to Limit,Unamortized Discount,23637,23672,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,07
2017-03-07,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,07
2017-03-07,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,07
2017-03-07,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,07
2017-03-07,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,07
2017-03-06,Debt Held by the Public,null,14373652,14373225,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,06
2017-03-06,Intragovernmental Holdings,null,5509361,5505252,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,06
2017-03-06,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,06
2017-03-06,Less Debt Not Subject to Limit,Unamortized Discount,23672,23775,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,06
2017-03-06,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,06
2017-03-06,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,06
2017-03-06,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,06
2017-03-06,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,06
2017-03-03,Debt Held by the Public,null,14373225,14373460,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,03
2017-03-03,Intragovernmental Holdings,null,5505252,5521498,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,03
2017-03-03,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,03
2017-03-03,Less Debt Not Subject to Limit,Unamortized Discount,23775,23809,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,03
2017-03-03,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,03
2017-03-03,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,03
2017-03-03,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,03
2017-03-03,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,03
2017-03-02,Debt Held by the Public,null,14373460,14408363,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,02
2017-03-02,Intragovernmental Holdings,null,5521498,5512056,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,02
2017-03-02,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,02
2017-03-02,Less Debt Not Subject to Limit,Unamortized Discount,23809,23527,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,02
2017-03-02,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,02
2017-03-02,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,02
2017-03-02,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,02
2017-03-02,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,02
2017-03-01,Debt Held by the Public,null,14408363,14411381,14411381,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,03,01
2017-03-01,Intragovernmental Holdings,null,5512056,5548213,5548213,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,03,01
2017-03-01,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,03,01
2017-03-01,Less Debt Not Subject to Limit,Unamortized Discount,23527,23562,23562,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,03,01
2017-03-01,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,03,01
2017-03-01,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,03,01
2017-03-01,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,03,01
2017-03-01,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,03,01
2017-02-28,Debt Held by the Public,null,14411381,14396789,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,28
2017-02-28,Intragovernmental Holdings,null,5548213,5534440,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,28
2017-02-28,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,28
2017-02-28,Less Debt Not Subject to Limit,Unamortized Discount,23562,23908,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,28
2017-02-28,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,28
2017-02-28,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,28
2017-02-28,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,28
2017-02-28,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,28
2017-02-27,Debt Held by the Public,null,14396789,14396804,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,27
2017-02-27,Intragovernmental Holdings,null,5534440,5533344,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,27
2017-02-27,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,27
2017-02-27,Less Debt Not Subject to Limit,Unamortized Discount,23908,24012,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,27
2017-02-27,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,27
2017-02-27,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,27
2017-02-27,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,27
2017-02-27,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,27
2017-02-24,Debt Held by the Public,null,14396804,14384082,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,24
2017-02-24,Intragovernmental Holdings,null,5533344,5529819,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,24
2017-02-24,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,24
2017-02-24,Less Debt Not Subject to Limit,Unamortized Discount,24012,24047,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,24
2017-02-24,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,24
2017-02-24,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,24
2017-02-24,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,24
2017-02-24,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,24
2017-02-23,Debt Held by the Public,null,14384082,14404724,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,23
2017-02-23,Intragovernmental Holdings,null,5529819,5531157,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,23
2017-02-23,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,23
2017-02-23,Less Debt Not Subject to Limit,Unamortized Discount,24047,23927,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,23
2017-02-23,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,23
2017-02-23,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,23
2017-02-23,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,23
2017-02-23,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,23
2017-02-22,Debt Held by the Public,null,14404724,14403611,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,22
2017-02-22,Intragovernmental Holdings,null,5531157,5531705,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,22
2017-02-22,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,22
2017-02-22,Less Debt Not Subject to Limit,Unamortized Discount,23927,23962,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,22
2017-02-22,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,22
2017-02-22,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,22
2017-02-22,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,22
2017-02-22,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,22
2017-02-21,Debt Held by the Public,null,14403611,14403414,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,21
2017-02-21,Intragovernmental Holdings,null,5531705,5529091,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,21
2017-02-21,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,21
2017-02-21,Less Debt Not Subject to Limit,Unamortized Discount,23962,24101,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,21
2017-02-21,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,21
2017-02-21,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,21
2017-02-21,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,21
2017-02-21,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,21
2017-02-17,Debt Held by the Public,null,14403414,14403393,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,17
2017-02-17,Intragovernmental Holdings,null,5529091,5523189,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,17
2017-02-17,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,17
2017-02-17,Less Debt Not Subject to Limit,Unamortized Discount,24101,24135,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,17
2017-02-17,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,17
2017-02-17,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,17
2017-02-17,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,17
2017-02-17,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,17
2017-02-16,Debt Held by the Public,null,14403393,14417333,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,16
2017-02-16,Intragovernmental Holdings,null,5523189,5520031,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,16
2017-02-16,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,16
2017-02-16,Less Debt Not Subject to Limit,Unamortized Discount,24135,24014,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,16
2017-02-16,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,16
2017-02-16,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,16
2017-02-16,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,16
2017-02-16,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,16
2017-02-15,Debt Held by the Public,null,14417333,14404013,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,15
2017-02-15,Intragovernmental Holdings,null,5520031,5528667,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,15
2017-02-15,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,15
2017-02-15,Less Debt Not Subject to Limit,Unamortized Discount,24014,24049,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,15
2017-02-15,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,15
2017-02-15,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,15
2017-02-15,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,15
2017-02-15,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,15
2017-02-14,Debt Held by the Public,null,14404013,14402458,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,14
2017-02-14,Intragovernmental Holdings,null,5528667,5521760,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,14
2017-02-14,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,14
2017-02-14,Less Debt Not Subject to Limit,Unamortized Discount,24049,24083,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,14
2017-02-14,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,14
2017-02-14,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,14
2017-02-14,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,14
2017-02-14,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,14
2017-02-13,Debt Held by the Public,null,14402458,14402526,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,13
2017-02-13,Intragovernmental Holdings,null,5521760,5518540,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,13
2017-02-13,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,13
2017-02-13,Less Debt Not Subject to Limit,Unamortized Discount,24083,24187,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,13
2017-02-13,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,13
2017-02-13,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,13
2017-02-13,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,13
2017-02-13,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,13
2017-02-10,Debt Held by the Public,null,14402526,14402430,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,10
2017-02-10,Intragovernmental Holdings,null,5518540,5519906,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,10
2017-02-10,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,10
2017-02-10,Less Debt Not Subject to Limit,Unamortized Discount,24187,24222,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,10
2017-02-10,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,10
2017-02-10,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,10
2017-02-10,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,10
2017-02-10,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,10
2017-02-09,Debt Held by the Public,null,14402430,14366066,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,09
2017-02-09,Intragovernmental Holdings,null,5519906,5518541,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,09
2017-02-09,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,09
2017-02-09,Less Debt Not Subject to Limit,Unamortized Discount,24222,24079,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,09
2017-02-09,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,09
2017-02-09,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,09
2017-02-09,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,09
2017-02-09,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,09
2017-02-08,Debt Held by the Public,null,14366066,14365366,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,08
2017-02-08,Intragovernmental Holdings,null,5518541,5530398,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,08
2017-02-08,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,08
2017-02-08,Less Debt Not Subject to Limit,Unamortized Discount,24079,24112,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,08
2017-02-08,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,08
2017-02-08,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,08
2017-02-08,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,08
2017-02-08,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,08
2017-02-07,Debt Held by the Public,null,14365366,14365258,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,07
2017-02-07,Intragovernmental Holdings,null,5530398,5525072,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,07
2017-02-07,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,07
2017-02-07,Less Debt Not Subject to Limit,Unamortized Discount,24112,24146,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,07
2017-02-07,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,07
2017-02-07,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,07
2017-02-07,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,07
2017-02-07,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,07
2017-02-06,Debt Held by the Public,null,14365258,14365218,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,06
2017-02-06,Intragovernmental Holdings,null,5525072,5520657,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,06
2017-02-06,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,06
2017-02-06,Less Debt Not Subject to Limit,Unamortized Discount,24146,24247,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,06
